,horizon,mse,rmse,mae,mape,coverage
862,326 days 00:00:00.000000000,336.23723451605423,18.336772739935842,17.0813202170206,0.41567892886786517,0.05357142857142857
1826,326 days 00:00:00.000000000,336.27318526033247,18.33775300467133,17.082663015807277,0.4157696180211544,0.05357142857142857
1506,326 days 00:00:00.000000000,338.0818830600825,18.387003101649885,17.151940089087052,0.41757207450015493,0.049107142857142856
546,327 days 00:00:00.000000000,338.36866580984275,18.394799966562363,17.160859506635322,0.4173429214947362,0.049107142857142856
1185,327 days 00:00:00.000000000,341.87174063441984,18.489773947628994,17.267005965454025,0.41986303491932936,0.044642857142857144
224,327 days 00:00:00.000000000,342.3331953116288,18.5022483853079,17.293878244464015,0.42065080272684136,0.04017857142857143
863,327 days 00:00:00.000000000,342.64335838934727,18.510628254852595,17.304656227051243,0.42120951943128404,0.04017857142857143
1507,327 days 00:00:00.000000000,342.6338030997912,18.51037015026418,17.304424392613985,0.42104036447622256,0.04017857142857143
864,328 days 00:00:00.000000000,342.4860580609793,18.50637884787241,17.29927218408123,0.4206709304610641,0.04017857142857143
547,328 days 00:00:00.000000000,342.82543104833013,18.515545658941033,17.310239498498827,0.4204716736769341,0.04017857142857143
1186,328 days 00:00:00.000000000,342.8305386744899,18.515683586475816,17.310328470149923,0.4203309106571371,0.04017857142857143
225,328 days 00:00:00.000000000,343.20802074961506,18.525874358572526,17.33215661987912,0.4211740890926716,0.03571428571428571
2149,328 days 00:00:00.000000000,342.29045442117814,18.50109333042721,17.304725366729997,0.4200453287135288,0.03571428571428571
548,329 days 00:00:00.000000000,342.9722126858508,18.51950897529011,17.325833309761663,0.4205317879038604,0.03571428571428571
865,329 days 00:00:00.000000000,339.7648161480042,18.432710493793476,17.252076736017937,0.4184730865355135,0.03571428571428571
2150,329 days 00:00:00.000000000,340.16994585759704,18.44369664296171,17.27403051214668,0.4188469419489425,0.03125
1827,329 days 00:00:00.000000000,339.06124832369176,18.413615840559174,17.24226238450847,0.4175745127630872,0.03125
226,329 days 00:00:00.000000000,338.9422513446768,18.410384334518298,17.23740572020156,0.41771322521176224,0.03125
1508,330 days 00:00:00.000000000,339.87765054470157,18.435770950646507,17.26437884868693,0.41875564545445015,0.03125
2151,330 days 00:00:00.000000000,339.6411117139769,18.429354620115618,17.256018405705838,0.41817862525070076,0.03125
227,330 days 00:00:00.000000000,340.19960673244884,18.444500717895533,17.28453622263301,0.41914223347291873,0.026785714285714284
549,330 days 00:00:00.000000000,339.71106879006504,18.431252501934452,17.27253941228857,0.4181685869805469,0.026785714285714284
1828,330 days 00:00:00.000000000,340.44239077058864,18.451081019024024,17.309701135981065,0.4186972208603468,0.022321428571428572
1509,331 days 00:00:00.000000000,338.603172659239,18.401173132690182,17.272096295716672,0.4177406102304726,0.022321428571428572
1829,331 days 00:00:00.000000000,339.11495170793387,18.415074034820872,17.296951146672736,0.41802084725458144,0.022321428571428572
2152,331 days 00:00:00.000000000,337.8257822260861,18.380037601324055,17.260689351999904,0.41652251432220183,0.022321428571428572
1187,331 days 00:00:00.000000000,340.50401506483416,18.452750880690775,17.322721499259533,0.4177264286440777,0.022321428571428572
866,332 days 00:00:00.000000000,340.8941072932533,18.46331788420633,17.335569775473687,0.4180729630341552,0.022321428571428572
1188,332 days 00:00:00.000000000,340.7342806071434,18.45898915453236,17.332809019387543,0.4177980132929073,0.022321428571428572
2153,332 days 00:00:00.000000000,340.9781420004586,18.465593464615715,17.344281894278474,0.41777190927197416,0.022321428571428572
1510,332 days 00:00:00.000000000,338.5617050901905,18.40004633391423,17.298319707316978,0.41640758966189495,0.022321428571428572
1830,332 days 00:00:00.000000000,338.8260730417026,18.40722882570059,17.30760327281922,0.4163136699260543,0.022321428571428572
1831,333 days 00:00:00.000000000,338.651361021583,18.402482468992684,17.301547007967965,0.4157223942673825,0.022321428571428572
1189,333 days 00:00:00.000000000,341.6077232338413,18.482633016803675,17.36993010589925,0.4176580139187657,0.022321428571428572
